"id","bizparcategory","createdby","createddate","modifiedby","modifieddate","bizparkey","bizparstatus","bizparvalue"
24,EDUCATION_TYPE,SYSTEM,2019-06-26 16:40:08,SYSTEM,2019-06-26 16:40:08,EDUTYP-002,ACTIVE,INDONESIA
25,EDUCATION_TYPE,SYSTEM,2019-06-26 16:40:09,SYSTEM,2019-06-26 16:40:09,EDUTYP-001,ACTIVE,LUAR NEGERI
80,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:04,SYSTEM,2019-06-26 16:41:04,FAMREL-002,ACTIVE,SAUDARA KANDUNG
46,EDUCATION_DEPARTMENT,SYSTEM,2019-06-26 16:40:30,SYSTEM,2019-06-26 23:40:30,EDUDEP-009,ACTIVE,CIVIL ENGINEERING
44,EDUCATION_DEPARTMENT,SYSTEM,2019-06-26 16:40:28,SYSTEM,2019-06-26 23:40:28,EDUDEP-007,ACTIVE,ELECTRICAL ENGINEERING
47,EDUCATION_DEPARTMENT,SYSTEM,2019-06-26 16:40:31,SYSTEM,2019-06-26 23:40:31,EDUDEP-010,ACTIVE,MARINE ENGINEERING
45,EDUCATION_DEPARTMENT,SYSTEM,2019-06-26 16:40:29,SYSTEM,2019-06-26 23:40:29,EDUDEP-008,ACTIVE,ELECTRICAL ENGINEERING
38,EDUCATION_DEPARTMENT,SYSTEM,2019-06-26 16:40:22,SYSTEM,2019-06-26 23:40:22,EDUDEP-001,ACTIVE,OSEANOGRAPHY
39,EDUCATION_DEPARTMENT,SYSTEM,2019-06-26 16:40:23,SYSTEM,2019-06-26 23:40:23,EDUDEP-002,ACTIVE,BUSINESS ADMINISTRATION
41,EDUCATION_DEPARTMENT,SYSTEM,2019-06-26 16:40:25,SYSTEM,2019-06-26 23:40:25,EDUDEP-004,ACTIVE,INFORMATION SYSTEMS
43,EDUCATION_DEPARTMENT,SYSTEM,2019-06-26 16:40:27,SYSTEM,2019-06-26 23:40:27,EDUDEP-006,ACTIVE,PHYSICS
17,CATEGORY_EMPLOYEE_STATUS,SYSTEM,2019-06-26 16:40:01,SYSTEM,2019-06-26 16:40:01,CATEMP-004,INACTIVE,DIREKTUR
20,GENDER_TYPE,SYSTEM,2019-06-26 16:40:04,SYSTEM,2020-01-01 17:00:00,GENDER-001,ACTIVE,FEMALE
18,CATEGORY_EMPLOYEE_STATUS,SYSTEM,2019-06-26 16:40:02,SYSTEM,2019-06-26 16:40:02,CATEMP-005,INACTIVE,APPRETINCE
344,BLACKLIST_TYPE,SYSTEM,2019-08-19 08:34:16,EMP-205,2020-03-26 16:35:17,BLATYP-002,ACTIVE,Surat Peringatan
81,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:05,SYSTEM,2019-06-26 16:41:05,FAMREL-003,ACTIVE,SAUDARA TIRI
82,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:06,SYSTEM,2019-06-26 16:41:06,FAMREL-004,ACTIVE,KERABAT LAIN
83,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:07,SYSTEM,2019-06-26 16:41:07,FAMREL-005,ACTIVE,SUADARA ANGKAT
84,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:08,SYSTEM,2019-06-26 16:41:08,FAMREL-006,ACTIVE,AYAH ANGKAT
85,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:09,SYSTEM,2019-06-26 16:41:09,FAMREL-007,ACTIVE,IBU KANDUNG
86,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:10,SYSTEM,2019-06-26 16:41:10,FAMREL-008,ACTIVE,ANAK ADOPSI
87,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:11,SYSTEM,2019-06-26 16:41:11,FAMREL-009,ACTIVE,SUADARA PEREMPUAN
88,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:12,SYSTEM,2019-06-26 16:41:12,FAMREL-010,ACTIVE,KAKAK KANDUNG
89,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:13,SYSTEM,2019-06-26 16:41:13,FAMREL-011,ACTIVE,KAKAK ANGKAT
90,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:14,SYSTEM,2019-06-26 16:41:14,FAMREL-012,ACTIVE,KEPONAKAN PEREMPUAN
91,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:15,SYSTEM,2019-06-26 16:41:15,FAMREL-013,ACTIVE,KEPONAKAN LAKI – LAKI
92,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:16,SYSTEM,2019-06-26 16:41:16,FAMREL-014,ACTIVE,SUAMI
93,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:17,SYSTEM,2019-06-26 16:41:17,FAMREL-015,ACTIVE,ADIK TIRI
94,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:18,SYSTEM,2019-06-26 16:41:18,FAMREL-016,ACTIVE,ISTRI
95,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:19,SYSTEM,2019-06-26 16:41:19,FAMREL-017,ACTIVE,CUCU KANDUNG
96,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:20,SYSTEM,2019-06-26 16:41:20,FAMREL-018,ACTIVE,ADIK ANGKAT
97,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:21,SYSTEM,2019-06-26 16:41:21,FAMREL-019,ACTIVE,SAUDARA LAKI – LAKI
98,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:22,SYSTEM,2019-06-26 16:41:22,FAMREL-020,ACTIVE,AYAH TIRI
99,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:23,SYSTEM,2019-06-26 16:41:23,FAMREL-021,ACTIVE,IBU TIRI
100,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:24,SYSTEM,2019-06-26 16:41:24,FAMREL-022,ACTIVE,IBU MERTUA
101,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:25,SYSTEM,2019-06-26 16:41:25,FAMREL-023,ACTIVE,ANAK KANDUNG
102,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:26,SYSTEM,2019-06-26 16:41:26,FAMREL-024,ACTIVE,AYAH TIRI
103,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:27,SYSTEM,2019-06-26 16:41:27,FAMREL-025,ACTIVE,ANAK ANGKAT
104,FAMILY_RELATIONAL_STATUS,SYSTEM,2019-06-26 16:41:28,SYSTEM,2019-06-26 16:41:28,FAMREL-026,ACTIVE,AYAH MERTUA
105,TRAINING_TYPE,SYSTEM,2019-06-26 16:41:29,SYSTEM,2019-06-26 16:41:29,TRATYP-001,ACTIVE,PELATIHAN
106,TRAINING_COST_SOURCE,SYSTEM,2019-06-26 16:41:30,SYSTEM,2019-06-26 16:41:30,TRACOS-001,ACTIVE,SENDIRI 
107,TRAINING_COST_SOURCE,SYSTEM,2019-06-26 16:41:31,SYSTEM,2019-06-26 16:41:31,TRACOS-002,ACTIVE,PERUSAHAAN
108,LANGUAGE_SKILL,SYSTEM,2019-06-26 16:41:32,SYSTEM,2019-06-26 16:41:32,LANSKL-001,ACTIVE,BAHASA INDONESIA
109,LANGUAGE_SKILL,SYSTEM,2019-06-26 16:41:33,SYSTEM,2019-06-26 16:41:33,LANSKL-002,ACTIVE,BAHASA INGGRIS
110,LANGUAGE_SKILL,SYSTEM,2019-06-26 16:41:34,SYSTEM,2019-06-26 16:41:34,LANSKL-003,ACTIVE,BAHASA MANDARIN
111,LANGUAGE_SKILL,SYSTEM,2019-06-26 16:41:35,SYSTEM,2019-06-26 16:41:35,LANSKL-004,ACTIVE,BAHASA PRANCIS
112,LANGUAGE_SKILL,SYSTEM,2019-06-26 16:41:36,SYSTEM,2019-06-26 16:41:36,LANSKL-005,ACTIVE,BAHASA KOREA
113,LANGUAGE_SKILL,SYSTEM,2019-06-26 16:41:37,SYSTEM,2019-06-26 16:41:37,LANSKL-006,ACTIVE,BAHASA JEPANG
114,LANGUAGE_SKILL,SYSTEM,2019-06-26 16:41:38,SYSTEM,2019-06-26 16:41:38,LANSKL-007,ACTIVE,BAHASA BELANDA
115,LANGUAGE_SKILL,SYSTEM,2019-06-26 16:41:39,SYSTEM,2019-06-26 16:41:39,LANSKL-008,ACTIVE,BAHASA JERMAN
116,COMPETENCY_SKILL,SYSTEM,2019-06-26 16:41:40,SYSTEM,2019-06-26 16:41:40,COMSKL-001,ACTIVE,SANGAT BAGUS
117,COMPETENCY_SKILL,SYSTEM,2019-06-26 16:41:41,SYSTEM,2019-06-26 16:41:41,COMSKL-002,ACTIVE,BAGUS 
118,COMPETENCY_SKILL,SYSTEM,2019-06-26 16:41:42,SYSTEM,2019-06-26 16:41:42,COMSKL-003,ACTIVE,CUKUP
119,COMPETENCY_SKILL,SYSTEM,2019-06-26 16:41:43,SYSTEM,2019-06-26 16:41:43,COMSKL-004,ACTIVE,KURANG BAGUS
120,WEAKNESS_TYPE,SYSTEM,2019-06-26 16:41:44,SYSTEM,2019-06-26 16:41:44,WEATYP-001,ACTIVE,FISIK
121,WEAKNESS_TYPE,SYSTEM,2019-06-26 16:41:45,SYSTEM,2019-06-26 16:41:45,WEATYP-002,ACTIVE,MENTAL
122,WEAKNESS_TYPE,SYSTEM,2019-06-26 16:41:46,SYSTEM,2019-06-26 16:41:46,WEATYP-003,ACTIVE,INTELEKTUAL
123,WEAKNESS_TYPE,SYSTEM,2019-06-26 16:41:47,SYSTEM,2019-06-26 16:41:47,WEATYP-004,ACTIVE,SENSORIK
124,WEAKNESS_TYPE,SYSTEM,2019-06-26 16:41:48,SYSTEM,2019-06-26 16:41:48,WEATYP-005,ACTIVE,PERKEMBANGAN
125,WEAKNESS_CATEGORY,SYSTEM,2019-06-26 16:41:49,SYSTEM,2019-06-26 16:41:49,WEACAT-001,ACTIVE,PARAH
126,WEAKNESS_CATEGORY,SYSTEM,2019-06-26 16:41:50,SYSTEM,2019-06-26 16:41:50,WEACAT-002,ACTIVE,RINGAN
127,REFERENCE_TYPE,SYSTEM,2019-06-26 16:41:51,SYSTEM,2019-06-26 16:41:51,REFTYP-001,ACTIVE,JOB RELATION
128,REFERENCE_TYPE,SYSTEM,2019-06-26 16:41:52,SYSTEM,2019-06-26 16:41:52,REFTYP-002,ACTIVE,WHO'S WORK IN COMPANY
129,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:41:53,SYSTEM,2019-06-26 16:41:53,DOCTYP-001,ACTIVE,NPWP
130,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:41:54,SYSTEM,2019-06-26 16:41:54,DOCTYP-002,ACTIVE,BPJS KESEHATAN
131,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:41:55,SYSTEM,2019-06-26 16:41:55,DOCTYP-003,ACTIVE,FOTO
132,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:41:56,SYSTEM,2019-06-26 16:41:56,DOCTYP-004,ACTIVE,IJAZAH
133,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:41:57,SYSTEM,2019-06-26 16:41:57,DOCTYP-005,ACTIVE,TRANSKRIP NILAI
134,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:41:58,SYSTEM,2019-06-26 16:41:58,DOCTYP-006,ACTIVE,KTP
135,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:41:59,SYSTEM,2019-06-26 16:41:59,DOCTYP-007,ACTIVE,SIM A
136,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:42:00,SYSTEM,2019-06-26 16:42:00,DOCTYP-008,ACTIVE,SIM B1
137,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:42:01,SYSTEM,2019-06-26 16:42:01,DOCTYP-009,ACTIVE,SIM B2
138,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:42:02,SYSTEM,2019-06-26 16:42:02,DOCTYP-010,ACTIVE,SIM C
139,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:42:03,SYSTEM,2019-06-26 16:42:03,DOCTYP-011,ACTIVE,SIM C1
140,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:42:04,SYSTEM,2019-06-26 16:42:04,DOCTYP-012,ACTIVE,SIM C2
141,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:42:05,SYSTEM,2019-06-26 16:42:05,DOCTYP-013,ACTIVE,SIM D
142,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:42:06,SYSTEM,2019-06-26 16:42:06,DOCTYP-014,ACTIVE,DOKUMEN LAINNYA
143,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:42:07,SYSTEM,2019-06-26 16:42:07,DOCTYP-015,ACTIVE,KARTU KELUARGA
144,DOCUMENT_TYPE,SYSTEM,2019-06-26 16:42:08,SYSTEM,2019-06-26 16:42:08,DOCTYP-016,ACTIVE,AKTA KELAHIRAN
145,PERFORMANCE_TYPE,SYSTEM,2019-06-26 16:42:09,SYSTEM,2019-06-26 16:42:09,PRFTYP-001,ACTIVE,ASPEK FINANCIAL
146,PERFORMANCE_TYPE,SYSTEM,2019-06-26 16:42:10,SYSTEM,2019-06-26 16:42:10,PRFTYP-002,ACTIVE,ASPEK NON FINANCIAL
147,PERFORMANCE_SUBJECT,SYSTEM,2019-06-26 16:42:11,SYSTEM,2019-06-26 16:42:11,PRFSUB-001,ACTIVE,OPERATION
148,PERFORMANCE_SUBJECT,SYSTEM,2019-06-26 16:42:12,SYSTEM,2019-06-26 16:42:12,PRFSUB-002,ACTIVE,MARKETING
149,PERFORMANCE_SUBJECT,SYSTEM,2019-06-26 16:42:13,SYSTEM,2019-06-26 16:42:13,PRFSUB-003,ACTIVE,CREDIT
150,PERFORMANCE_SUBJECT,SYSTEM,2019-06-26 16:42:14,SYSTEM,2019-06-26 16:42:14,PRFSUB-004,ACTIVE,COLLECTION
151,PERFORMANCE_SUBJECT,SYSTEM,2019-06-26 16:42:15,SYSTEM,2019-06-26 16:42:15,PRFSUB-005,ACTIVE,FINANCE
152,PERFORMANCE_SUBJECT,SYSTEM,2019-06-26 16:42:16,SYSTEM,2019-06-26 16:42:16,PRFSUB-006,ACTIVE,RECOVERY
153,PERFORMANCE_SUBJECT,SYSTEM,2019-06-26 16:42:17,SYSTEM,2019-06-26 16:42:17,PRFSUB-007,ACTIVE,ALL
154,PERFORMANCE_SUBJECT,SYSTEM,2019-06-26 16:42:18,SYSTEM,2019-06-26 16:42:18,PRFSUB-008,ACTIVE,LEADERSHIP
155,PERFORMANCE_SUBJECT,SYSTEM,2019-06-26 16:42:19,SYSTEM,2019-06-26 16:42:19,PRFSUB-009,ACTIVE,CULTURE (FRIENDLY)
156,PERFORMANCE_SUBJECT,SYSTEM,2019-06-26 16:42:20,SYSTEM,2019-06-26 16:42:20,PRFSUB-010,ACTIVE,KEHADIRAN
157,PERFORMANCE_PERIOD,SYSTEM,2019-06-26 16:42:21,SYSTEM,2019-06-26 16:42:21,PRFPRD-001,ACTIVE,SEMESTER
158,PERFORMANCE_PERIOD,SYSTEM,2019-06-26 16:42:22,SYSTEM,2019-06-26 16:42:22,PRFPRD-002,ACTIVE,TAHUNAN
159,PERFORMANCE_FORMAT,SYSTEM,2019-06-26 16:42:23,SYSTEM,2019-06-26 16:42:23,PRDFRM-001,ACTIVE,FORMAT A
160,PERFORMANCE_FORMAT,SYSTEM,2019-06-26 16:42:24,SYSTEM,2019-06-26 16:42:24,PRDFRM-002,ACTIVE,TEST FORMAT
161,PERFORMANCE_FORMAT,SYSTEM,2019-06-26 16:42:25,SYSTEM,2019-06-26 16:42:25,PRDFRM-003,ACTIVE,TERTULIS
22678,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-000-WKKOMUT,ACTIVE,Wakil Komisaris Utama
22679,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SKWKU,ACTIVE,Sekretaris Wakil Komisaris Utama
22680,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-000-KMRIS,ACTIVE,Komisaris
22681,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SKKOM,ACTIVE,Sekretariat Komisaris
22682,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-001-DRUTM,ACTIVE,Direktur Utama
22683,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-001-WKDUT,ACTIVE,Wakil Direktur Utama
22684,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SKDUT,ACTIVE,Sekretaris Direktur Utama
22685,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SKDRK,ACTIVE,Sekretaris Direksi
22686,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-002-BRDRK,ACTIVE,Biro Direksi
22687,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-002-WABIRO,ACTIVE,Wakil Biro Direksi
22688,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-003-DDSDU,ACTIVE,Deputi Direktur SDM
22689,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOPSD,ACTIVE,Executive Officer Diklat
22690,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOPSD,ACTIVE,Senior Officer Pelatihan
22691,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STPGDS,ACTIVE,Staff Pelatihan
22692,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOPNGS,ACTIVE,Senior Officer Pengembangan SDM
22693,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STPNGS,ACTIVE,Staff Pengembangan SDM
22694,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EORKT,ACTIVE,Executive Officer Rekrutmen
22695,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SORKR,ACTIVE,Senior Officer Rekrutmen
22696,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STRKT,ACTIVE,Staff Rekrutmen
22697,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOHIN,ACTIVE,Executive Officer Hubungan Industrial
22698,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOHIN,ACTIVE,Senior Officer Hubungan Industrial
22699,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STHIN,ACTIVE,Staff Hubungan Industrial
22700,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSDC,ACTIVE,Staff SDM Cabang
22701,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOKDB,ACTIVE,Executive Officer Payroll
22702,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKOM,ACTIVE,Senior Officer Payroll
187,SPPD_TYPE,SYSTEM,2019-06-26 16:42:51,SYSTEM,2019-06-26 16:42:51,SPPTYP-001,ACTIVE,PERJALANAN DINAS REGULER
