id,bankaccounts,esemail,esid,esnpwpnumber,esname,essubcoid,estelpnumber,estype,eswebsite,createdby,createddate,modifiedby,modifieddate,esstatus,orglegaldocument,orgstructuretpl,parent,pic
263,[],,ES-1604904229702,,Bank Artha Graha Roxy Mas (KCP),SUBCO-160490422970349,216329546,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 11:22,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604904307220"",""orgStructureTPLName"":""Bank Artha Graha Roxy Mas (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604904307220"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-4767752B""}]",ES-1604896943206,
264,[],,ES-1604904351940,,Bank Artha Graha Borobudur (KCP),SUBCO-160490435194051,213842003,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 11:22,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604904430081"",""orgStructureTPLName"":""Bank Artha Graha Borobudur (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604904430081"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-0B9A9D8A""}]",ES-1604896943206,
265,[],,ES-1604904475254,,Bank Artha Graha Tanah Abang (KCP),SUBCO-160490447525555,2131905381,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 11:22,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604904522909"",""orgStructureTPLName"":""Bank Artha Graha Tanah Abang (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604904522910"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-43C91331""}]",ES-1604896943206,
266,[],,ES-1604904566480,,Bank Artha Graha Tangerang (KCP),SUBCO-160490456648026,215526878,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 11:22,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604904619764"",""orgStructureTPLName"":""Bank Artha Graha Tangerang"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604904619764"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-DBED30D6""}]",ES-1604896943206,
267,[],,ES-1604904661469,,Bank Artha Graha Matraman (KCI),SUBCO-160490466147001,218568890,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 11:22,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604904709852"",""orgStructureTPLName"":""Bank Artha Graha Matraman (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604904709853"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-13D1B219""}]",ES-1604890793920,
303,[],,ES-1604912631311,,Bank Artha Graha Solo (KCI),SUBCO-160491263131151,271639999,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604912670771"",""orgStructureTPLName"":""Bank Artha Graha Solo (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604912670771"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-2FC31161""}]",ES-1604890793920,
304,[],,ES-1604912678943,,Bank Artha Graha Prapen Surabaya (KCP),SUBCO-160491267894338,318473788,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604912740164"",""orgStructureTPLName"":""Bank Artha Graha Prapen Surabaya (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604912740164"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-A020BC91""}]",ES-1604911579372,
305,[],,ES-1604912728713,,Bank Artha Graha Pandanaran Semarang (KCI),SUBCO-160491272871328,248314103,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604912765390"",""orgStructureTPLName"":""Bank Artha Graha Pandanaran Semarang (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604912765390"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-BF16305B""}]",ES-1604890793920,
309,[],,ES-1604912936710,,Bank Artha Graha Pontianak (KCI),SUBCO-160491293671056,561572800,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604912984913"",""orgStructureTPLName"":""Bank Artha Graha Pontianak (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604912984914"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-012A5154""}]",ES-1604890793920,
269,[],,ES-1604905742728,,Bank Artha Graha Kwitang (KCP),SUBCO-160490574272802,213903040,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 11:22,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604905794242"",""orgStructureTPLName"":""Bank Artha Graha Kwitang (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604905794242"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-78566CC7""}]",ES-1604904661469,
270,[],,ES-1604905842103,,Bank Artha Graha Cempaka Putih (KCP),SUBCO-160490584210442,214250229,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 11:22,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604905900304"",""orgStructureTPLName"":""Bank Artha Graha Cempaka Putih (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604905900305"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-3544CEBC""}]",ES-1604904661469,
306,[],,ES-1604912800670,,Bank Artha Graha Samarinda (KCI),SUBCO-160491280067040,541202267,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604912840668"",""orgStructureTPLName"":""Bank Artha Graha Samarinda (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604912840668"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-97BFB49D""}]",ES-1604890793920,
307,[],,ES-1604912825262,,Bank Artha Graha HR Muhammad Surabaya (KCP),SUBCO-160491282526305,317321150,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604912868884"",""orgStructureTPLName"":""Bank Artha Graha HR Muhammad Surabaya (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604912868884"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1014DE04""}]",ES-1604911579372,
308,[],,ES-1604912867432,,Bank Artha Graha Balikpapan (KCI),SUBCO-160491286743347,5428820540,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604912900279"",""orgStructureTPLName"":""Bank Artha Graha Balikpapan (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604912900279"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-749217BF""}]",ES-1604890793920,
310,[],,ES-1604912987911,,Bank Artha Graha Kendari (KCI),SUBCO-160491298791147,4013129709,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913030161"",""orgStructureTPLName"":""Bank Artha Graha Kendari (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913030161"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-449CD698""}]",ES-1604890793920,
311,[],,ES-1604913018363,,Bank Artha Graha Banjarmasin (KCI),SUBCO-160491301836418,5113351632,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913062270"",""orgStructureTPLName"":""Bank Artha Graha Banjarmasin (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913062270"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-AC30BCA6""}]",ES-1604890793920,
312,[],,ES-1604913108186,,Bank Artha Graha Rivai Palembang (KCI),SUBCO-160491310818648,711356188,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913156776"",""orgStructureTPLName"":""Bank Artha Graha Rivai Palembang (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913156776"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-489BA128""}]",ES-1604890793920,
314,[],,ES-1604913274324,,Bank Artha Graha Jambi (KCI),SUBCO-160491327432434,74134901,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913312499"",""orgStructureTPLName"":""Bank Artha Graha Jambi (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913312500"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-EE403821""}]",ES-1604890793920,
271,[],,ES-1604906755161,,Bank Artha Graha Ujung Menteng (KCP),SUBCO-160490675516155,21,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604906869656"",""orgStructureTPLName"":""Bank Artha Graha Ujung Menteng (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604906869656"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-34C47CE8""}]",ES-1604904661469,
313,[],,ES-1604913228107,,Bank Artha Graha Denpasar Bali (KCI),SUBCO-160491322810848,361262751,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913307936"",""orgStructureTPLName"":""Bank Artha Graha Denpasar Bali (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913307936"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-EED95640""}]",ES-1604890793920,
315,[],,ES-1604913337381,,Bank Artha Graha Pangkal Pinang (KCI),SUBCO-160491333738137,7174261191,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913375273"",""orgStructureTPLName"":""Bank Artha Graha Pangkal Pinang (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913375274"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-C68DE546""}]",ES-1604890793920,
316,[],,ES-1604913368420,,Bank Artha Graha Kuta Bali (KCP),SUBCO-160491336842108,361769630,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913423628"",""orgStructureTPLName"":""Bank Artha Graha Kuta Bali (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913423628"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-6ACD3BE8""}]",ES-1604913228107,
317,[],,ES-1604913418257,,Bank Artha Graha Batam (KCI),SUBCO-160491341825858,778433068,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,EMP-205,11/9/2020 14:46,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913467684"",""orgStructureTPLName"":""Bank Artha Graha Batam (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913467684"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-EB0F5643""}]",ES-1604890793920,
320,[],,ES-1604913552830,,Bank Artha Graha Riau Pekanbaru (KCP),SUBCO-160491355283012,761862750,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913607474"",""orgStructureTPLName"":""Bank Artha Graha Riau Pekanbaru (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913607475"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-6F586D2A""}]",ES-1604913498275,
120,,co_secretary@ag.co.id,ES-1579352234417,,Bank Artha Graha Sudirman (KPNO)-2,SUBCO-157935223441714,21,"{""bizparKey"":""CORPTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""HO"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""13-09-2019 10:48:22"",""modifiedBy"":""EMP-205"",""modifiedDate"":""15-01-2020 01:29:53""},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,1/17/2020 17:47,EMP-205,1/20/2020 10:30,INACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1585221532045"",""orgStructureTPLName"":""Bank Artha Graha Internasional KPNO"",""orgStructureStartDate"":""26-03-2020"",""orgStructureEndDate"":""26-03-2040"",""isOrgStructureDefault"":true,""orgStructureTag"":""V-1585221532045"",""orgStructureSKNumber"":""1"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1583461208656""}]",,
272,[],,ES-1604906989870,,Bank Artha Graha Wiladatika Cibubur (KCP),SUBCO-160490698987049,21,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604907089877"",""orgStructureTPLName"":""Bank Artha Graha Wiladatika Cibubur (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604907089877"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-9DB4EF32""}]",ES-1604904661469,
318,[],,ES-1604913498275,,Bank Artha Graha Pekanbaru (KCI),SUBCO-160491349827518,761855577,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913535606"",""orgStructureTPLName"":""Bank Artha Graha Pekanbaru (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913535606"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-C55C1687""}]",ES-1604890793920,
319,[],,ES-1604913512617,,Bank Artha Graha Diponegoro Ambon (KCI),SUBCO-160491351261732,911341216,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913574156"",""orgStructureTPLName"":""Bank Artha Graha Diponegoro Ambon (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913574156"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-065BB645""}]",ES-1604890793920,
252,[],string,ES-001,,PT TIGA DAYA DIGITAL INDONESIA,SUBCO-001,(021) 1234567,"{""bizparKey"":""CORPTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Head Office"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""13-09-2019 10:48:22"",""modifiedBy"":""EMP-205"",""modifiedDate"":""15-01-2020 01:29:53""},""bizparCategory"":""CORPORATE_TYPE""}",www.eksad.co.id,SYSTEM,1/1/2019 5:00,SYSTEM,1/1/2019 6:00,INACTIVE,"{""orgLegalDocumentID"":""LD-001"",""orgLegalDocumentURL"":""orgLegalDocumentURL""}","[{""orgStructureTPLID"":""OS-001"",""orgStructureTPLName"":""Template 1"",""orgStructureStartDate"":""01-01-2019"",""orgStructureEndDate"":""31-12-2022"",""isOrgStructureDefault"":true,""orgStructureTag"":""v1"",""orgStructureSKNumber"":""string"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-001""}]",,EMP-545
