"id","esemail","esid","esname","essubcoid","estelpnumber","estype","eswebsite","createdby","createddate","modifiedby","modifieddate","esstatus","orglegaldocument","orgstructuretpl","parent","pic","bankaccounts","esnpwpnumber","taxoffice"
161,co_secretary@ag.co.id,ES-1580462138930,Bank Artha Graha Cipanas (KCP),SUBCO-158046213893038,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:02:40,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580786022916"",""orgStructureTPLName"":""KCP Cipanas - BGR"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580786022916"",""orgStructureSKNumber"":""KCP Cipanas - BGR"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580732959192""}]",ES-1580462099148,,,,
177,co_secretary@ag.co.id,ES-1580463781953,Bank Artha Graha Setiabudi Kuningan (KK),SUBCO-158046378195401,"021","{""bizparKey"":""KK"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Kas"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:44:06""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:31:15,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580728676031"",""orgStructureTPLName"":""KK Setiabudi Kuningan - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580728676031"",""orgStructureSKNumber"":""KK Setiabudi Kuningan - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580700936589""}]",ES-1580463140829,,,,
176,co_secretary@ag.co.id,ES-1580463695653,Bank Artha Graha Tangerang (KCP),SUBCO-158046369565335,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:31:15,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580786157207"",""orgStructureTPLName"":""KCP Tangerang - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580786157207"",""orgStructureSKNumber"":""KCP Tangerang - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580733157105""}]",ES-1580463140829,,,,
254,umar@gmail.com,ES-1584585471436,EKSADPRO,SUBCO-158458547143651,"12312312312","{""bizparKey"":""CORPTYPE-KK"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KK"",""bizparCreationalDTO"":{""createdBy"":""362DB28C"",""createdDate"":""12-03-2020 10:34:27"",""modifiedBy"":""362DB28C"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",casds,EMP-205,2020-03-19 02:36:34,EMP-205,2020-03-19 02:40:48,INACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}",[],ES-1584503318127,EDD52B48,[],,
165,co_secretary@ag.co.id,ES-1580462865944,Bank Artha Graha Matraman (KC),SUBCO-158046286594545,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:25:05,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580719117038"",""orgStructureTPLName"":""KC Matraman"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580719117038"",""orgStructureSKNumber"":""KC Matraman"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580537344885""}]",ES-1580456121025,,,,
245,co_secretari@bagi.com,ES-1580885355192,Bank Artha Graha Watampone (KC),SUBCO-158088535519215,"0219329323","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-05 13:48:11,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580890733001"",""orgStructureTPLName"":""KC Watampone                    "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580890733002"",""orgStructureSKNumber"":""KC Watampone        "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580545511641""}]",ES-1580456121025,,[],,
200,co_secretary@ag.co.id,ES-1580470886808,Bank Artha Graha Pemuda Medan (KC),SUBCO-158047088680826,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-01-31 18:17:25,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580957447297"",""orgStructureTPLName"":""KC Pemuda - MDN         "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580957447298"",""orgStructureSKNumber"":""KC Pemuda - MDN         "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580808261072""}]",ES-1580456121025,,,,
246,co_secretary@bagi.com,ES-1580885765763,Bank Artha Graha Lampung (KC),SUBCO-158088576576305,"021323324","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-05 13:48:11,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580894060539"",""orgStructureTPLName"":"" KC Lampung"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580894060539"",""orgStructureSKNumber"":"" KC Lampung"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580543488641""}]",ES-1580456121025,,[],,
171,co_secretary@ag.co.id,ES-1580463140829,Bank Artha Graha Suryopranoto (KC),SUBCO-158046314082920,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:31:15,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580891021481"",""orgStructureTPLName"":""KC SURYOPRANOTO - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580891021481"",""orgStructureSKNumber"":""KC SURYOPRANOTO - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580537707311""}]",ES-1580456121025,,,,
167,co_secretary@ag.co.id,ES-1580462932887,Bank Artha Graha Jatinegara (KCP),SUBCO-158046293288752,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 16:25:05,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580727853809"",""orgStructureTPLName"":""KCP Jatinegara - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580727853810"",""orgStructureSKNumber"":""KCP Jatinegara - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580544894331""}]",ES-1580462865944,,,,
223,co_secretary@ag.co.id,ES-1580515011795,Bank Artha Graha Subang (KCP),SUBCO-158051501179551,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:44:50,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580787368044"",""orgStructureTPLName"":""KCP Subang"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580787368045"",""orgStructureSKNumber"":""KCP Subang"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580733316072""}]",ES-1580514739531,,,,
74,mail@bagikc.com,ES-1579248477984,BAGI KC JAYAKARTA,SUBCO-157924847798457,"022980012","{""bizparKey"":""CORPTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""BRANCH"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""13-09-2019 03:48:16"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-17 11:44:02,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":""document/es_doc/ES_DOC_ES-1579248477984_2b04fc7a-c201-45e8-a891-b6d94d4f6aa1.pdf""}","[{""orgStructureTPLID"":""OS-1579248617974"",""orgStructureTPLName"":""TPL 17"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1579248617974"",""orgStructureSKNumber"":""SK 17"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1579076133296""}]",ES-1579143402210,,,,
271,"",ES-1595912332460,EKSAD cabang margondap,SUBCO-159591233246052,"02901282012","{""bizparKey"":""CORPTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""HO"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""13-09-2019 03:48:22"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",eksad.com,EMP-205,2020-07-28 11:58:48,EMP-205,2020-07-28 15:46:33,INACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":""document/es_doc/ES_DOC_ES-1595912332460_Report_Ahass.pdf""}",[],,"8A7C8879","[{""corporateBankAccountID"":""CORPBANK-1595923977682"",""bankAccountNumber"":""123132321"",""bank"":{""bankID"":""BANK-1583814572363"",""bankCode"":""022"",""bankName"":""BRI"",""country"":{""countryID"":""IND"",""countryName"":""INDONESIA"",""setProvinceDTOs"":[],""countryStatus"":""ACTIVE"",""countryCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""18-06-2019 08:04:03"",""modifiedBy"":"""",""modifiedDate"":""31-01-2020 04:24:40""}},""province"":{""provinceID"":""3100"",""provinceName"":""D K I Jakarta"",""setKabKotDTOs"":[],""provinceStatus"":""ACTIVE"",""provinceCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""28-06-2019 08:04:03"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""31-01-2020 11:21:02""}},""district"":{""kabkotID"":""3172"",""kabkotName"":""KOTA ADM. JAKARTA TIMUR"",""setkecamatan"":[],""kabkotStatus"":""ACTIVE"",""kabkotCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""05-08-2018 19:08:09"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""05-08-2018 19:08:09""}},""bankAddress"":""JAKARTA TIMUR"",""description"":"""",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""09-03-2020 10:19:37"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""09-03-2020 10:19:37""},""bankStatus"":""ACTIVE"",""bicode"":""090""},""companyCode"":""Eksad pro"",""currency"":{""bizparKey"":""CURREN-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""IDR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:43:05"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:43:05""},""bizparCategory"":""CURRENCY""},""branchCode"":""CO11"",""description"":""""},{""corporateBankAccountID"":""CORPBANK-1595924792481"",""bankAccountNumber"":""testing"",""bank"":{""bankID"":""BANK-1583814572363"",""bankCode"":""022"",""bankName"":""BRI"",""country"":{""countryID"":""IND"",""countryName"":""INDONESIA"",""setProvinceDTOs"":[],""countryStatus"":""ACTIVE"",""countryCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""18-06-2019 08:04:03"",""modifiedBy"":"""",""modifiedDate"":""31-01-2020 04:24:40""}},""province"":{""provinceID"":""3100"",""provinceName"":""D K I Jakarta"",""setKabKotDTOs"":[],""provinceStatus"":""ACTIVE"",""provinceCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""28-06-2019 08:04:03"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""31-01-2020 11:21:02""}},""district"":{""kabkotID"":""3172"",""kabkotName"":""KOTA ADM. JAKARTA TIMUR"",""setkecamatan"":[],""kabkotStatus"":""ACTIVE"",""kabkotCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""05-08-2018 19:08:09"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""05-08-2018 19:08:09""}},""bankAddress"":""JAKARTA TIMUR"",""description"":"""",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""09-03-2020 10:19:37"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""09-03-2020 10:19:37""},""bankStatus"":""ACTIVE"",""bicode"":""090""},""companyCode"":""oke"",""currency"":{""bizparKey"":""CURREN-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""JPY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""03-09-2019 10:43:54"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""03-09-2019 11:17:06""},""bizparCategory"":""CURRENCY""},""branchCode"":""21"",""description"":""""}]",,
213,co_secretary@ag.co.id,ES-1580514428573,Bank Artha Graha Pekanbaru (KC),SUBCO-158051442857308,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:44:50,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580892770631"",""orgStructureTPLName"":""KC Pekanbaru                    "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580892770631"",""orgStructureSKNumber"":""KC Pekanbaru                "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580791512664""}]",ES-1580456121025,,,,
88,kctest@gmail.com,ES-1582611656037,KCP - Test,SUBCO-158261165603856,"02144444","{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""25-02-2020 20:11:26"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-02-25 13:17:21,EMP-205,2020-04-14 16:46:13,INACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":""document/es_doc/ES_DOC_ES-1582611656037_responsesss.pdf""}",[],ES-1582611620639,,[],,
80,dummy@dummy.com,ES-1580187625721,SO DUMMY for Calculations,SUBCO-158018762572125,"0212345678","{""bizparKey"":""CORPTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""HO"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""13-09-2019 03:48:22"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-28 04:56:59,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":""document/es_doc/ES_DOC_ES-1580187625721_EKSAD Activity 28Januari 2020.pdf""}","[{""orgStructureTPLID"":""OS-1580188396771"",""orgStructureTPLName"":""SO DUMMY for Calculations"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580188396771"",""orgStructureSKNumber"":""112"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580186439476""}]",,,,,
236,co_secretary@ag.co.id,ES-1580515927864,Bank Artha Graha Sidoharjo (KCP),SUBCO-158051592786407,"021",null,"",BBFCF480,2020-02-01 07:06:56,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580891007631"",""orgStructureTPLName"":""KCP Sidoharjo - SBY             "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580891007631"",""orgStructureSKNumber"":""KCP Sidoharjo - SBY    "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580544836516""}]",ES-1580515856877,,,,
181,simulasi@gmail.com,ES-1580468694007,SIMULASI,SUBCO-158046869400854,"021","{""bizparKey"":""CORPTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Head Office"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""13-09-2019 03:48:22"",""modifiedBy"":""EMP-205"",""modifiedDate"":""14-01-2020 18:29:53""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 18:00:12,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580468814805"",""orgStructureTPLName"":""SIMULASI"",""orgStructureStartDate"":""01-01-2020"",""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580468814806"",""orgStructureSKNumber"":""SK-SIMULASI"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580369041955""}]",,,,,
183,co_secretary@ag.co.id,ES-1580468742836,Bank Artha Graha Mardika Ambon (KCP),SUBCO-158046874283742,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 17:42:24,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580892864173"",""orgStructureTPLName"":""KCP Mardika - AMBON"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580892864173"",""orgStructureSKNumber"":""KCP Mardika - AMBON"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580536338955""}]",ES-1580463935857,,,,
220,co_secretary@ag.co.id,ES-1580514884532,Bank Artha Graha Cimahi (KCP),SUBCO-158051488453244,"021","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 06:44:50,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580895761328"",""orgStructureTPLName"":""KCP Cimahi - BDG"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580895761328"",""orgStructureSKNumber"":""KCP Cimahi - BDG"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580536948773""}]",ES-1580514739531,,,,
196,co_secretary@ag.co.id,ES-1580470242070,Bank Artha Graha Banjarmasin (KC),SUBCO-158047024207042,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-01-31 18:17:25,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580895905416"",""orgStructureTPLName"":""KC Banjarmasin - KALSEL"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580895905416"",""orgStructureSKNumber"":""KC Banjarmasin - KALSEL"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580537230355""}]",ES-1580456121025,,,,
129,co_secretary@ag.co.id,ES-1580460364712,Bank artha Graha Mangga Dua Arteri (KCP),SUBCO-158046036471304,"0216254868","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 15:44:37,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580891646210"",""orgStructureTPLName"":""KCP Mangga Dua Arteri - JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580891646210"",""orgStructureSKNumber"":""KCP Mangga Dua Arteri - JKT"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580542734580""}]",ES-1580457941725,,,,
249,dfdf@mail,ES-1581321026774,SIMULASI PAYROLL,SUBCO-158132102677426,"456456","{""bizparKey"":""CORPTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Head Office"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""13-09-2019 03:48:22"",""modifiedBy"":""EMP-205"",""modifiedDate"":""14-01-2020 18:29:53""},""bizparCategory"":""CORPORATE_TYPE""}","",E24202D3,2020-02-10 14:17:00,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1581321123186"",""orgStructureTPLName"":""simulasi payroll"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1581321123186"",""orgStructureSKNumber"":""34343535"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580369041955""}]",,,[],,
43,www.eksad.com,ES-XXXX3,PT TIGA DAYA DIGITAL INDONESIA versi 5,SUBCO-001,(021) 1234567,"{""bizparKey"":""CORPTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""HO"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""13-09-2019 03:48:22"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.eksad.co.id,SYSTEM,2019-01-01 12:00:00,SYSTEM,2019-12-03 09:56:51,ACTIVE,"{""orgLegalDocumentID"":""LD-001"",""orgLegalDocumentURL"":""orgLegalDocumentURL""}","[{""orgStructureTPLID"":""OS-001"",""orgStructureTPLName"":""Template 1"",""orgStructureStartDate"":""02-01-2019"",""orgStructureEndDate"":""31-12-2022"",""isOrgStructureDefault"":true,""orgStructureTag"":""v1"",""orgStructureSKNumber"":""string"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-001""}]","",EMP-205,,,
124,co_secretary@ag.co.id,ES-1580458335998,Bank Artha Graha Mangga Besar (KCP),SUBCO-158045833599815,"02333","{""bizparKey"":""KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang Pembantu"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:43:59""},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-01-31 15:11:13,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580727561417"",""orgStructureTPLName"":""KCP Mangga Besar - JKT "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580727561417"",""orgStructureSKNumber"":""KCP Mangga Besar - JKT "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580542751871""}]",ES-1580457941725,,,,
