"id","roleid","createdby","createddate","modifiedby","modifieddate","userroleid","userrolestatus","userid"
29159,R_WEB_ESS,SYSTEM,2020-11-02 05:57:10,,,"8ED1R_WEB_ESS",ACTIVE,"2A303161"
31143,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:12,,,"738BR_MOBILE_ABSENCE_POINT",ACTIVE,BF1951CC
31144,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:12,,,"1554R_WEB_ACCESS",ACTIVE,BF1951CC
31145,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:12,,,"2C38R_MOBILE_ACCESS",ACTIVE,BF1951CC
31146,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:12,,,"0C9ER_MOBILE_BIODATA",ACTIVE,BF1951CC
31147,R_WEB_ESS,SYSTEM,2020-11-02 05:58:12,,,"7C40R_WEB_ESS",ACTIVE,BF1951CC
31149,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:12,,,"846CR_MOBILE_ATTENDANCE",ACTIVE,BF1951CC
29161,R_WEB_ESS,SYSTEM,2020-11-02 05:57:12,,,B519R_WEB_ESS,ACTIVE,E9A84EE6
29162,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:12,,,"1373R_MOBILE_ABSENCE_POINT",ACTIVE,E9A84EE6
29163,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:12,,,D700R_MOBILE_ATTENDANCE,ACTIVE,E9A84EE6
29164,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:12,,,ADB3R_WEB_ACCESS,ACTIVE,E9A84EE6
29165,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:12,,,FABAR_MOBILE_BIODATA,ACTIVE,E9A84EE6
36234,R_WEB_CONFIGURATION,EMP-205,2020-11-03 13:48:26,,,"92DFB780-1DA0-11EB-BA3A-CDEAB6DAE7EB",ACTIVE,"27C76DE8"
29167,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:12,,,"3F43R_MOBILE_ACCESS",ACTIVE,E9A84EE6
29169,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:12,,,"902BR_WEB_ACCESS",ACTIVE,"28F8EDE0"
29170,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:12,,,C688R_MOBILE_ABSENCE_POINT,ACTIVE,"28F8EDE0"
29171,R_WEB_ESS,SYSTEM,2020-11-02 05:57:12,,,"8C5BR_WEB_ESS",ACTIVE,"28F8EDE0"
29172,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:12,,,EBD2R_MOBILE_BIODATA,ACTIVE,"28F8EDE0"
29173,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:12,,,"86C5R_MOBILE_ACCESS",ACTIVE,"28F8EDE0"
31151,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:13,,,"807ER_MOBILE_ATTENDANCE",ACTIVE,DC46AC2C
31152,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:13,,,"11B4R_MOBILE_BIODATA",ACTIVE,DC46AC2C
31154,R_WEB_ESS,SYSTEM,2020-11-02 05:58:13,,,"9A11R_WEB_ESS",ACTIVE,DC46AC2C
31155,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:13,,,"4975R_MOBILE_ACCESS",ACTIVE,DC46AC2C
31156,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:13,,,"94A9R_MOBILE_ABSENCE_POINT",ACTIVE,DC46AC2C
31157,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:13,,,"6D71R_WEB_ACCESS",ACTIVE,DC46AC2C
36237,R_WEB_REPORT,EMP-205,2020-11-03 13:49:13,,,AF153E70-1DA0-11EB-BA3A-CDEAB6DAE7EB,ACTIVE,"27C76DE8"
31168,R_WEB_ESS,SYSTEM,2020-11-02 05:58:13,,,"005BR_WEB_ESS",ACTIVE,"1302B23A"
31169,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:13,,,"585DR_MOBILE_BIODATA",ACTIVE,"1302B23A"
859,R_WEB_LOAN,SYSTEM,2019-01-01 07:00:00,,,ADM001_R_WEB_LOAN,ACTIVE,ADM-001
31170,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:13,,,AAC2R_WEB_ACCESS,ACTIVE,"1302B23A"
31171,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:13,,,CC97R_MOBILE_ABSENCE_POINT,ACTIVE,"1302B23A"
31172,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:13,,,FB6CR_MOBILE_ATTENDANCE,ACTIVE,"1302B23A"
31173,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:13,,,"65E5R_MOBILE_ACCESS",ACTIVE,"1302B23A"
31183,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:13,,,AE50R_MOBILE_BIODATA,ACTIVE,"2F36824D"
31184,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:13,,,"9C26R_MOBILE_ATTENDANCE",ACTIVE,"2F36824D"
31185,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:13,,,B876R_MOBILE_ACCESS,ACTIVE,"2F36824D"
31186,R_WEB_ESS,SYSTEM,2020-11-02 05:58:13,,,BD20R_WEB_ESS,ACTIVE,"2F36824D"
31188,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:13,,,B692R_MOBILE_ABSENCE_POINT,ACTIVE,"2F36824D"
31189,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:13,,,D44ER_WEB_ACCESS,ACTIVE,"2F36824D"
31192,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:13,,,"508ER_WEB_ACCESS",ACTIVE,"600CB2FD"
31193,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:13,,,"560FR_MOBILE_ATTENDANCE",ACTIVE,"600CB2FD"
31194,R_WEB_ESS,SYSTEM,2020-11-02 05:58:13,,,BC5BR_WEB_ESS,ACTIVE,"600CB2FD"
31195,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:13,,,"5C06R_MOBILE_ABSENCE_POINT",ACTIVE,"600CB2FD"
31196,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:13,,,"6BC1R_MOBILE_BIODATA",ACTIVE,"600CB2FD"
31197,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:13,,,"0B06R_MOBILE_ACCESS",ACTIVE,"600CB2FD"
31199,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:14,,,BF58R_MOBILE_ATTENDANCE,ACTIVE,BF1EA955
36235,R_WEB_MASTERDATA,EMP-205,2020-11-03 13:48:51,,,A1FBF8F0-1DA0-11EB-BA3A-CDEAB6DAE7EB,ACTIVE,"27C76DE8"
29175,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:12,,,ECEDR_MOBILE_ATTENDANCE,ACTIVE,"28F8EDE0"
29177,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:12,,,"513FR_MOBILE_BIODATA",ACTIVE,"115DBF4F"
29178,R_WEB_ESS,SYSTEM,2020-11-02 05:57:12,,,D158R_WEB_ESS,ACTIVE,"115DBF4F"
36236,R_WEB_USER_MGT,EMP-205,2020-11-03 13:49:00,,,A7AA2290-1DA0-11EB-BA3A-CDEAB6DAE7EB,ACTIVE,"27C76DE8"
29180,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:12,,,"2700R_MOBILE_ATTENDANCE",ACTIVE,"115DBF4F"
29181,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:12,,,EA98R_MOBILE_ABSENCE_POINT,ACTIVE,"115DBF4F"
29182,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:12,,,"8D7BR_WEB_ACCESS",ACTIVE,"115DBF4F"
29183,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:12,,,F166R_MOBILE_ACCESS,ACTIVE,"115DBF4F"
29185,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:13,,,D222R_MOBILE_BIODATA,ACTIVE,"8C1C11AE"
29186,R_WEB_ESS,SYSTEM,2020-11-02 05:57:13,,,E9DAR_WEB_ESS,ACTIVE,"8C1C11AE"
29187,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:13,,,"548CR_MOBILE_ACCESS",ACTIVE,"8C1C11AE"
36238,R_WEB_PERSONNEL,EMP-205,2020-11-03 13:55:23,,,"8BA55320-1DA1-11EB-BA3A-CDEAB6DAE7EB",ACTIVE,"27C76DE8"
29189,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:13,,,"9366R_MOBILE_ATTENDANCE",ACTIVE,"8C1C11AE"
29190,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:13,,,"28F7R_WEB_ACCESS",ACTIVE,"8C1C11AE"
29191,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:13,,,"1889R_MOBILE_ABSENCE_POINT",ACTIVE,"8C1C11AE"
29193,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:13,,,B14CR_MOBILE_ATTENDANCE,ACTIVE,"1C873F99"
29194,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:13,,,"45BCR_WEB_ACCESS",ACTIVE,"1C873F99"
29195,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:13,,,A5B6R_MOBILE_ABSENCE_POINT,ACTIVE,"1C873F99"
29196,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:13,,,E66AR_MOBILE_ACCESS,ACTIVE,"1C873F99"
29197,R_WEB_ESS,SYSTEM,2020-11-02 05:57:13,,,FD66R_WEB_ESS,ACTIVE,"1C873F99"
29198,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:13,,,"962DR_MOBILE_BIODATA",ACTIVE,"1C873F99"
29201,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:13,,,DB6BR_MOBILE_ATTENDANCE,ACTIVE,C9F37EEE
29202,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:13,,,"1C90R_WEB_ACCESS",ACTIVE,C9F37EEE
29203,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:13,,,"3FE9R_MOBILE_ABSENCE_POINT",ACTIVE,C9F37EEE
29205,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:13,,,E1CBR_MOBILE_ACCESS,ACTIVE,C9F37EEE
29206,R_WEB_ESS,SYSTEM,2020-11-02 05:57:13,,,AFDDR_WEB_ESS,ACTIVE,C9F37EEE
29207,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:13,,,"7448R_MOBILE_BIODATA",ACTIVE,C9F37EEE
29209,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:14,,,FA2DR_MOBILE_BIODATA,ACTIVE,"1E063DE4"
29210,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:14,,,"9217R_MOBILE_ATTENDANCE",ACTIVE,"1E063DE4"
29211,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:14,,,"0AADR_WEB_ACCESS",ACTIVE,"1E063DE4"
29212,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:14,,,F7E6R_MOBILE_ACCESS,ACTIVE,"1E063DE4"
29214,R_WEB_ESS,SYSTEM,2020-11-02 05:57:14,,,BE58R_WEB_ESS,ACTIVE,"1E063DE4"
29215,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:14,,,"6831R_MOBILE_ABSENCE_POINT",ACTIVE,"1E063DE4"
29217,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:15,,,DC4DR_MOBILE_ATTENDANCE,ACTIVE,"832FE451"
29218,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:15,,,A3A7R_WEB_ACCESS,ACTIVE,"832FE451"
29219,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:15,,,C440R_MOBILE_ACCESS,ACTIVE,"832FE451"
29220,R_WEB_ESS,SYSTEM,2020-11-02 05:57:15,,,"0850R_WEB_ESS",ACTIVE,"832FE451"
29222,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:15,,,"0B23R_MOBILE_BIODATA",ACTIVE,"832FE451"
29223,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:15,,,"117BR_MOBILE_ABSENCE_POINT",ACTIVE,"832FE451"
29225,R_WEB_ESS,SYSTEM,2020-11-02 05:57:16,,,F752R_WEB_ESS,ACTIVE,E0D29F8D
29226,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:16,,,"4ADER_MOBILE_ATTENDANCE",ACTIVE,E0D29F8D
29227,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:16,,,A01BR_WEB_ACCESS,ACTIVE,E0D29F8D
29228,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:16,,,"6324R_MOBILE_ACCESS",ACTIVE,E0D29F8D
29229,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:16,,,"8FA5R_MOBILE_ABSENCE_POINT",ACTIVE,E0D29F8D
29230,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:16,,,ADA2R_MOBILE_BIODATA,ACTIVE,E0D29F8D
29234,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:16,,,E89FR_MOBILE_ATTENDANCE,ACTIVE,"0C61CBE1"
29235,R_WEB_ESS,SYSTEM,2020-11-02 05:57:16,,,"4799R_WEB_ESS",ACTIVE,"0C61CBE1"
29236,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:16,,,A05CR_MOBILE_ABSENCE_POINT,ACTIVE,"0C61CBE1"
29237,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:16,,,A86BR_WEB_ACCESS,ACTIVE,"0C61CBE1"
29238,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:16,,,"9298R_MOBILE_ACCESS",ACTIVE,"0C61CBE1"
29239,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:16,,,A698R_MOBILE_BIODATA,ACTIVE,"0C61CBE1"
29242,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:16,,,A944R_WEB_ACCESS,ACTIVE,"59C9D312"
31159,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:13,,,BFE5R_MOBILE_ACCESS,ACTIVE,"914A3138"
29241,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:16,,,"547CR_MOBILE_ATTENDANCE",ACTIVE,"59C9D312"
29243,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:16,,,B4DAR_MOBILE_ABSENCE_POINT,ACTIVE,"59C9D312"
36239,R_WEB_CONFIGURATION,EMP-105958,2020-11-04 15:05:12,,,"76D91570-1E74-11EB-A09C-DD7EEB31EB40",ACTIVE,C7C78BCC
29245,R_WEB_ESS,SYSTEM,2020-11-02 05:57:16,,,"94BDR_WEB_ESS",ACTIVE,"59C9D312"
29246,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:16,,,"29A0R_MOBILE_BIODATA",ACTIVE,"59C9D312"
29247,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:16,,,"86C2R_MOBILE_ACCESS",ACTIVE,"59C9D312"
29249,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:16,,,"11D2R_MOBILE_BIODATA",ACTIVE,D8E81CAF
29250,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:16,,,"07F2R_WEB_ACCESS",ACTIVE,D8E81CAF
29252,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:16,,,A14ER_MOBILE_ATTENDANCE,ACTIVE,D8E81CAF
29253,R_WEB_ESS,SYSTEM,2020-11-02 05:57:16,,,ACFFR_WEB_ESS,ACTIVE,D8E81CAF
29254,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:16,,,"549ER_MOBILE_ABSENCE_POINT",ACTIVE,D8E81CAF
29255,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:16,,,"6BEAR_MOBILE_ACCESS",ACTIVE,D8E81CAF
29257,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:17,,,"4530R_MOBILE_ABSENCE_POINT",ACTIVE,"2CEA86CE"
29258,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:17,,,"2204R_MOBILE_BIODATA",ACTIVE,"2CEA86CE"
29260,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:17,,,"71AAR_MOBILE_ATTENDANCE",ACTIVE,"2CEA86CE"
29261,R_WEB_ESS,SYSTEM,2020-11-02 05:57:17,,,"0AD8R_WEB_ESS",ACTIVE,"2CEA86CE"
29262,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:17,,,"8B54R_WEB_ACCESS",ACTIVE,"2CEA86CE"
29263,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:17,,,"04ABR_MOBILE_ACCESS",ACTIVE,"2CEA86CE"
29265,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:17,,,AFFBR_WEB_ACCESS,ACTIVE,"4003F984"
29266,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:17,,,FB82R_MOBILE_BIODATA,ACTIVE,"4003F984"
29267,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:17,,,"315BR_MOBILE_ABSENCE_POINT",ACTIVE,"4003F984"
29268,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:17,,,C4B8R_MOBILE_ATTENDANCE,ACTIVE,"4003F984"
29270,R_WEB_ESS,SYSTEM,2020-11-02 05:57:17,,,"1C42R_WEB_ESS",ACTIVE,"4003F984"
29271,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:17,,,B70DR_MOBILE_ACCESS,ACTIVE,"4003F984"
29273,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:17,,,D4E2R_MOBILE_ABSENCE_POINT,ACTIVE,"2658ABC5"
29274,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:17,,,AF82R_MOBILE_ACCESS,ACTIVE,"2658ABC5"
29275,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:17,,,AC9AR_WEB_ACCESS,ACTIVE,"2658ABC5"
29277,R_WEB_ESS,SYSTEM,2020-11-02 05:57:17,,,C46ER_WEB_ESS,ACTIVE,"2658ABC5"
29278,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:17,,,"8B51R_MOBILE_ATTENDANCE",ACTIVE,"2658ABC5"
29279,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:17,,,"8174R_MOBILE_BIODATA",ACTIVE,"2658ABC5"
29281,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:57:17,,,"1C2CR_MOBILE_ABSENCE_POINT",ACTIVE,"90748C2F"
29282,R_WEB_ACCESS,SYSTEM,2020-11-02 05:57:17,,,"8F2AR_WEB_ACCESS",ACTIVE,"90748C2F"
29283,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:57:17,,,D480R_MOBILE_ATTENDANCE,ACTIVE,"90748C2F"
29284,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:57:17,,,"4968R_MOBILE_BIODATA",ACTIVE,"90748C2F"
29285,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:17,,,E5A2R_MOBILE_ACCESS,ACTIVE,"90748C2F"
29287,R_WEB_ESS,SYSTEM,2020-11-02 05:57:17,,,EF2FR_WEB_ESS,ACTIVE,"90748C2F"
31161,R_MOBILE_ABSENCE_POINT,SYSTEM,2020-11-02 05:58:13,,,"6622R_MOBILE_ABSENCE_POINT",ACTIVE,"914A3138"
31162,R_WEB_ESS,SYSTEM,2020-11-02 05:58:13,,,F265R_WEB_ESS,ACTIVE,"914A3138"
31163,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:13,,,A802R_MOBILE_ATTENDANCE,ACTIVE,"914A3138"
31164,R_MOBILE_BIODATA,SYSTEM,2020-11-02 05:58:13,,,"43CDR_MOBILE_BIODATA",ACTIVE,"914A3138"
31165,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:13,,,"7F03R_WEB_ACCESS",ACTIVE,"914A3138"
29289,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:57:17,,,C78ER_MOBILE_ACCESS,ACTIVE,"60F1DFC9"
31175,R_MOBILE_ATTENDANCE,SYSTEM,2020-11-02 05:58:13,,,"5134R_MOBILE_ATTENDANCE",ACTIVE,"586D0561"
31176,R_WEB_ACCESS,SYSTEM,2020-11-02 05:58:13,,,C64CR_WEB_ACCESS,ACTIVE,"586D0561"
31177,R_MOBILE_ACCESS,SYSTEM,2020-11-02 05:58:13,,,"2174R_MOBILE_ACCESS",ACTIVE,"586D0561"
